simplified,vietnamese,pinyin,english,hsk_level
轮,,lún,"wheel; disk; ring; steamship; to take turns; to rotate; classifier for big round objects: disk, or recurring events: round, turn",4
轮船,,lún chuán,steamship; steamer; steamboat,4
轮椅,,lún yǐ,wheelchair,4
轮子,,lún zi,wheel; (derog.) Falun Gong practitioner,4
论文,,lùn wén,paper; treatise; thesis; to discuss a paper or thesis (old),4
落,,là,to leave out; to be missing; to leave behind or forget to bring; to lag or fall behind,4
落后,,luò hòu,to fall behind; to lag (in technology etc); backward; to retrogress,4
妈,,mā,ma; mom; mother,4
妈妈,,mā ma,mama; mommy; mother,4
麻烦,,má fan,trouble; inconvenience; inconvenient; troublesome; annoying; to bother sb; to put sb to trouble,4
马,,Mǎ,surname Ma; abbr. for Malaysia 马来西亚,4
马路,,mǎ lù,street; road,4
马上,,mǎ shàng,at once; right away; immediately; on horseback (i.e. by military force),4
吗,,má,(coll.) what?,4
买,,mǎi,to buy; to purchase,4
卖,,mài,to sell; to betray; to spare no effort; to show off or flaunt,4
满,,Mǎn,Manchu ethnic group,4
满意,,mǎn yì,satisfied; pleased; to one's satisfaction,4
满足,,mǎn zú,to satisfy; to meet (the needs of); satisfied; content,4
慢,,màn,slow,4
慢慢,,màn màn,slowly,4
忙,,máng,busy; hurriedly; to hurry; to rush,4
猫,,māo,cat; (dialect) to hide oneself; (coll.) modem,4
毛,,Máo,surname Mao,4
毛病,,máo bìng,fault; defect; shortcomings; ailment,4
毛巾,,máo jīn,towel,4
毛衣,,máo yī,(wool) sweater,4
帽子,,mào zi,hat; cap; (fig.) label; bad name,4
没,,méi,(negative prefix for verbs) have not; not,4
没错,,méi cuò,that's right; sure!; rest assured!; that's good; can't go wrong,4
没法儿,,méifǎr5,Can't,4
没关系,,méi guān xi,it doesn't matter,4
没什么,,méi shén me,nothing; it doesn't matter; it's nothing; never mind,4
没事儿,,méi shì r,to have spare time; free from work; it's not important; it's nothing; never mind,4
没想到,,méi xiǎng dào,didn't expect,4
没用,,méi yòng,useless,4
没有,,méi yǒu,haven't; hasn't; doesn't exist; to not have; to not be,4
媒体,,méi tǐ,"media, esp. news media",4
每,,měi,each; every,4
美,,Měi,(bound form) the Americas (abbr. for 洲); (bound form) USA (abbr. for 美国),4
美好,,měi hǎo,beautiful; fine,4
美金,,Měi jīn,US dollar; USD,4
美丽,,měi lì,beautiful,4
美女,,měi nu:3,beautiful woman,4
美食,,měi shí,culinary delicacy; fine food; gourmet food,4
美术,,měi shù,art; fine arts; painting,4
美元,,Měi yuán,American dollar; US dollar,4
妹,,mèi,younger sister,4
妹妹,,mèi mei,younger sister; young woman,4
门,,Mén,surname Men,4
门口,,mén kǒu,doorway; gate,4
门票,,mén piào,"ticket (for theater, cinema etc)",4
们,,men,"plural marker for pronouns, and nouns referring to individuals",4
梦,,mèng,dream; (bound form) to dream,4
梦见,,mèng jiàn,to dream about (sth or sb); to see in a dream,4
梦想,,mèng xiǎng,(fig.) to dream of; dream,4
迷,,mí,to bewilder; crazy about; fan; enthusiast; lost; confused,4
米,,Mǐ,surname Mi,4
米饭,,mǐ fàn,(cooked) rice,4
秘密,,mì mì,secret; private; confidential; clandestine; a secret,4
秘书,,mì shū,secretary,4
密,,Mì,surname Mi; name of an ancient state,4
密码,,mì mǎ,cipher; secret code; password; PIN,4
密切,,mì qiè,close; familiar; intimate; closely (related); to foster close ties; to pay close attention,4
免费,,miǎn fèi,free (of charge),4
面,,miàn,"face; side; surface; aspect; top; classifier for objects with flat surfaces such as drums, mirrors, flags etc",4
面包,,miàn bāo,bread,4
面对,,miàn duì,to face; to confront,4
面积,,miàn jī,"area (of a floor, piece of land etc); surface area; tract of land",4
面临,,miàn lín,to face sth; to be confronted with,4
面前,,miàn qián,in front of; facing; (in the) presence (of),4
面试,,miàn shì,to be interviewed (as a candidate); interview,4
面条儿,,miàn tiáo r,erhua variant of 面条,4
描述,,miáo shù,to describe; description,4
描写,,miáo xiě,to describe; to depict; to portray; description,4
民间,,mín jiān,among the people; popular; folk; non-governmental; involving people rather than governments,4
民族,,mín zú,nationality; ethnic group,4
名,,míng,name; noun (part of speech); place (e.g. among winners); famous; classifier for people,4
名称,,míng chēng,name (of a thing); name (of an organization),4
名单,,míng dān,list of names,4
名牌儿,,míngpáir5,Famous brand,4
名片,,míng piàn,(business) card,4
名人,,míng rén,personage; celebrity,4
名字,,míng zi,name (of a person or thing),4
明白,,míng bai,clear; obvious; unequivocal; to understand; to realize,4
明年,,míng nián,next year,4
明确,,míng què,clear-cut; definite; explicit; to clarify; to specify; to make definite,4
明天,,míng tiān,tomorrow,4
明显,,míng xiǎn,clear; distinct; obvious,4
明星,,míng xīng,star; celebrity,4
命运,,mìng yùn,fate; destiny,4
摸,,mō,to feel with the hand; to touch; to stroke; to grope; to steal; to abstract,4
模特儿,,mó tè r,(fashion) model (loanword),4
模型,,mó xíng,model; mold; matrix; pattern,4
末,,mò,tip; end; final stage; latter part; inessential detail; powder; dust; opera role of old man,4
默默,,mò mò,in silence; not speaking,4
某,,mǒu,some; a certain; sb or sth indefinite; such-and-such,4
母亲,,mǔ qīn,mother; also pr. [mǔ qin],4
木头,,mù tou,"slow-witted; blockhead; log (of wood, timber etc)",4
目标,,mù biāo,target; goal; objective,4
目的,,mù dì,purpose; aim; goal; target; objective,4
目前,,mù qián,at the present time; currently,4
拿,,ná,old variant of 拿,4
拿出,,ná chū,to take out; to put out; to provide; to put forward (a proposal); to come up with (evidence),4
拿到,,ná dào,to get; to obtain,4
哪,,nǎ,how; which,4
哪儿,,nǎ r,where?; wherever; anywhere; somewhere; (used in rhetorical questions) how can ...?; how could ...?,4
哪里,,nǎ lǐ,where?; somewhere; anywhere; wherever; nowhere (negative answer to question); humble expression denying compliment; also written 哪里,4
哪怕,,nǎ pà,even; even if; even though; no matter how,4
哪些,,nǎ xiē,which ones?; who?; what?,4
那,,Nā,surname Na,4
那边,,nà bian,over there; yonder,4
那儿,,nà r,there,4
那会儿,,nà huì r,at that time (in the past or the future); also pr. [nèi huì r],4
那里,,nà li,there; that place,4
那么,,nà me,like that; in that way; or so; so; so very much; about; in that case,4
那时,,nà shí,then; at that time; in those days,4
那时候,,nà shí hou,at that time,4
那些,,nà xiē,those,4
那样,,nà yàng,that kind; that sort,4
奶,,nǎi,breast; milk; to breastfeed,4
奶茶,,nǎi chá,milk tea,4
奶奶,,nǎi nai,(informal) grandma (paternal grandmother); (respectful) mistress of the house; (coll.) boobies; breasts,4
男,,nán,"male; Baron, lowest of five orders of nobility 位",4
男孩儿,,nán hái r,erhua variant of 孩,4
男女,,nán nu:3,male-female; male and female,4
男朋友,,nán péng you,boyfriend,4
男人,,nán rén,a man; a male; men,4
男生,,nán shēng,schoolboy; male student; boy; guy (young adult male),4
男士,,nán shì,man; gentleman,4
男子,,nán zǐ,a man; a male,4
南,,Nán,surname Nan,4
南边,,nán bian,south; south side; southern part; to the south of,4
南部,,nán bù,southern part,4
南方,,nán fāng,south; the southern part of the country; the South,4
难,,nán,difficult (to...); problem; difficulty; difficult; not good,4
难道,,nán dào,don't tell me ...; could it be that...?,4
难度,,nán dù,degree of difficulty,4
难过,,nán guò,to feel sad; to feel unwell; (of life) to be difficult,4
难看,,nán kàn,ugly; unsightly,4
难免,,nán miǎn,hard to avoid; difficult to escape from; will inevitably,4
难受,,nán shòu,to feel unwell; to suffer pain; to be difficult to bear,4
难题,,nán tí,difficult problem,4
难听,,nán tīng,unpleasant to hear; coarse; vulgar; offensive; shameful,4
脑袋,,nǎo dai,head; skull; brains; mental capability,4
闹,,nào,variant of 闹,4
闹钟,,nào zhōng,alarm clock,4
呢,,ne,"particle indicating that a previously asked question is to be applied to the preceding word (""What about ...?"", ""And ...?""); particle for inquiring about location (""Where is ...?""); particle signaling a pause, to emphasize the preceding words and allow the listener time to take them on board (""ok?"", ""are you with me?""); (at the end of a declarative sentence) particle indicating continuation of a state or action; particle indicating strong affirmation",4
内,,nèi,inside; inner; internal; within; interior,4
内部,,nèi bù,"interior; inside (part, section); internal",4
内科,,nèi kē,internal medicine; general medicine,4
内容,,nèi róng,content; substance; details,4
内心,,nèi xīn,heart; innermost being; (math.) incenter,4
能,,Néng,surname Neng,4
能不能,,néng bùnéng,Can you,4
能干,,néng gàn,capable; competent,4
能够,,néng gòu,to be capable of; to be able to; can,4
能力,,néng lì,capability; ability,4
你,,nǐ,"you (informal, as opposed to courteous 您)",4
你们,,nǐ men,you (plural),4
年,,Nián,surname Nian,4
年初,,nián chū,beginning of the year,4
年代,,nián dài,a decade of a century (e.g. the Sixties); age; era; period,4
年底,,nián dǐ,the end of the year; year-end,4
年级,,nián jí,"grade; year (in school, college etc)",4
年纪,,nián jì,age,4
年轻,,nián qīng,young,4
念,,niàn,"variant of 念, to read aloud",4
鸟,,diǎo,variant of 屌; penis,4
您,,nín,"you (courteous, as opposed to informal 你)",4
宁静,,níng jìng,tranquil; tranquility; serenity,4
牛,,Niú,surname Niu,4
牛奶,,niú nǎi,cow's milk,4
农村,,nóng cūn,rural area; village,4
农民,,nóng mín,peasant; farmer,4
农业,,nóng yè,agriculture; farming,4
浓,,nóng,concentrated; dense; strong (smell etc),4
弄,,lòng,lane; alley,4
努力,,nǔ lì,to make an effort; to try hard; to strive; hard-working; conscientious,4
女,,nu:3,female; woman; daughter,4
女儿,,nu:3 ér,daughter,4
女孩儿,,nu:3 hái r,erhua variant of 孩,4
女朋友,,nu:3 péng you,girlfriend,4
女人,,nu:3 rén,woman,4
女生,,nu:3 shēng,schoolgirl; female student; girl,4
女士,,nu:3 shì,lady; madam; Miss; Ms,4
女子,,nu:3 zǐ,woman; female,4
暖和,,nuǎn huo,warm; nice and warm,4
暖气,,nuǎn qì,central heating; heater; warm air,4
爬,,pá,to crawl; to climb; to get up or sit up,4
爬山,,pá shān,to climb a mountain; to mountaineer; hiking; mountaineering,4
怕,,Pà,surname Pa,4
拍,,pāi,to pat; to clap; to slap; to swat; to take (a photo); to shoot (a film); racket (sports); beat (music),4
拍照,,pāi zhào,to take a picture,4
排,,pái,"a row; a line; to set in order; to arrange; to line up; to eliminate; to drain; to push open; platoon; raft; classifier for lines, rows etc",4
排队,,pái duì,to line up,4
排列,,pái liè,to arrange in order; (math.) permutation,4
排名,,pái míng,"to rank (1st, 2nd etc); ranking",4
排球,,pái qiú,volleyball,4
牌,,pái,mahjong tile; playing card; game pieces; signboard; plate; tablet; medal,4
牌子,,pái zi,sign; trademark; brand,4
派,,pài,clique; school; group; faction; to dispatch; to send; to assign; to appoint; pi (Greek letter Ππ); the circular ratio pi = 3.1415926; (loanword) pie,4
盘,,pán,"plate; dish; tray; board; hard drive (computing); to build; to coil; to check; to examine; to transfer (property); to make over; classifier for food: dish, helping; to coil; classifier for coils of wire; classifier for games of chess",4
盘子,,pán zi,tray; plate; dish,4
判断,,pàn duàn,to judge; to determine; judgment,4
旁边,,páng biān,side; adjacent place,4
胖,,pán,healthy; at ease,4
胖子,,pàng zi,fat person; fatty,4
跑,,páo,(of an animal) to paw (the ground),4
跑步,,pǎo bù,to run; to jog; (military) to march at the double,4
培训,,péi xùn,to cultivate; to train; to groom; training,4
培训班,,péi xùn bān,training class,4
培养,,péi yǎng,to cultivate; to breed; to foster; to nurture; to educate; to groom (for a position); education; fostering; culture (biology),4
培育,,péi yù,to train; to breed,4
配,,pèi,to join; to fit; to mate; to mix; to match; to deserve; to make up (a prescription); to allocate,4
配合,,pèi hé,matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concert with; to cooperate; to become man and wife; to combine parts of machine,4
朋友,,péng you,friend,4
碰,,pèng,variant of 碰,4
碰到,,pèng dào,to come across; to run into; to meet; to hit,4
碰见,,pèng jiàn,to run into; to meet (unexpectedly); to bump into,4
批,,pī,"to ascertain; to act on; to criticize; to pass on; classifier for batches, lots, military flights; tier (for the ranking of universities and colleges)",4
批评,,pī píng,to criticize; criticism,4
批准,,pī zhǔn,to approve; to ratify,4
皮,,Pí,surname Pi,4
皮包,,pí bāo,handbag; briefcase,4
啤酒,,pí jiǔ,beer (loanword),4
篇,,piān,"sheet; piece of writing; bound set of bamboo slips used for record keeping (old); classifier for written items: chapter, article",4
片,,piān,disk; sheet,4
片面,,piàn miàn,unilateral; one-sided,4
票,,piào,"ticket; ballot; banknote; person held for ransom; amateur performance of Chinese opera; classifier for groups, batches, business transactions",4
票价,,piào jià,ticket price; fare; admission fee,4
漂亮,,piào liang,pretty; beautiful,4
品质,,pǐn zhì,"character; intrinsic quality (of a person); quality (of a product or service, or as in ""quality of life"", ""air quality"" etc)",4
平,,Píng,surname Ping,4
平安,,píng ān,safe and sound; well; without mishap; quiet and safe; at peace,4
平常,,píng cháng,ordinary; common; usually; ordinarily,4
平等,,píng děng,equal; equality,4
平方,,píng fāng,"square (as in square foot, square mile, square root)",4
平静,,píng jìng,tranquil; undisturbed; serene,4
平均,,píng jūn,average; on average; evenly; in equal proportions,4
平时,,píng shí,ordinarily; in normal times; in peacetime,4
平稳,,píng wěn,smooth; steady,4
评价,,píng jià,to evaluate; to assess,4
苹果,,píng guǒ,apple,4
瓶,,píng,bottle; vase; pitcher; classifier for wine and liquids,4
瓶子,,píng zi,bottle,4
迫切,,pò qiè,urgent; pressing,4
破,,pò,"broken; damaged; worn out; lousy; rotten; to break, split or cleave; to get rid of; to destroy; to break with; to defeat; to capture (a city etc); to expose the truth of",4
破产,,pò chǎn,to go bankrupt; to become impoverished; bankruptcy,4
破坏,,pò huài,destruction; damage; to wreck; to break; to destroy,4
普遍,,pǔ biàn,universal; general; widespread; common,4
普及,,pǔ jí,to spread extensively; to generalize; widespread; popular; universal; ubiquitous; pervasive,4
普通,,pǔ tōng,common; ordinary; general; average,4
普通话,,pǔ tōng huà,Mandarin (common language); Putonghua (common speech of the Chinese language); ordinary speech,4
七,,qī,seven; 7,4
妻子,,qī zǐ,wife and children,4
期,,qī,variant of 期; period; cycle,4
期待,,qī dài,to look forward to; to await; expectation,4
期间,,qī jiān,period of time; time; time period; period,4
期末,,qī mò,end of term,4
期限,,qī xiàn,time limit; deadline; allotted time,4
期中,,qī zhōng,interim; midterm,4
齐,,Qí,(name of states and dynasties at several different periods); surname Qi,4
其次,,qí cì,next; secondly,4
其实,,qí shí,actually; in fact; really,4
其他,,qí tā,other; (sth or sb) else; the rest,4
其余,,qí yú,the rest; the others; remaining; remainder; apart from them,4
其中,,qí zhōng,among; in; included among these,4
奇怪,,qí guài,strange; odd; to marvel; to be baffled,4
骑,,jì,(Tw) saddle horse; mounted soldier,4
骑车,,qí chē,to ride a bike (motorbike or bicycle),4
企业,,qǐ yè,company; firm; enterprise; corporation,4
起,,qǐ,"to rise; to raise; to get up; to set out; to start; to appear; to launch; to initiate (action); to draft; to establish; to get (from a depot or counter); verb suffix, to start; starting from (a time, place, price etc); classifier for occurrences or unpredictable events: case, instance; classifier for groups: batch, group",4
起床,,qǐ chuáng,to get out of bed; to get up,4
起飞,,qǐ fēi,(of an aircraft) to take off,4
起来,,qǐ lai,to stand up; to get up; also pr. [qǐ lái],4
气,,qì,gas; air; smell; weather; to make angry; to annoy; to get angry; vital energy; qi,4
气候,,qì hòu,(meteorology) climate; (fig.) climate; prevailing conditions (in human affairs),4
气球,,qì qiú,balloon,4
气温,,qì wēn,air temperature,4
汽车,,qì chē,car; automobile; bus,4
汽水,,qì shuǐ,soda pop; carbonated soft drink,4
汽油,,qì yóu,gasoline,4
器官,,qì guān,(physiology) organ; apparatus,4
千,,qiān,thousand,4
千克,,qiān kè,kilogram,4
千万,,qiān wàn,ten million; countless; many; one must by all means,4
前,,qián,front; forward; ahead; first; top (followed by a number); future; ago; before; BC (e.g. 前293年); former; formerly,4
前边,,qián bian,front; the front side; in front of,4
前后,,qián hòu,around; from beginning to end; all around; front and rear,4
前进,,qián jìn,to go forward; to forge ahead; to advance; onward,4
前面,,qián miàn,ahead; in front; preceding; above; also pr. [qián mian],4
前年,,qián nián,the year before last,4
前天,,qián tiān,the day before yesterday,4
前头,,qián tou,in front; at the head; ahead; above,4
前途,,qián tú,prospects; future outlook; journey,4
前往,,qián wǎng,to leave for; to proceed towards; to go to,4
钱,,Qián,surname Qian,4
钱包,,qián bāo,purse; wallet,4
浅,,jiān,sound of moving water,4
强,,Qiáng,surname Qiang,4
强大,,qiáng dà,large; formidable; powerful; strong,4
强调,,qiáng diào,to emphasize (a statement); to stress,4
强烈,,qiáng liè,strong; intense,4
墙,,qiáng,"variant of 墙, wall",4
桥,,qiáo,bridge,4
巧,,qiǎo,opportunely; coincidentally; as it happens; skillful; timely,4
巧克力,,qiǎo kè lì,chocolate (loanword),4
切,,qiē,to cut; to slice; to carve; (math) tangential,4
亲,,qīn,parent; one's own (flesh and blood); relative; related; marriage; bride; close; intimate; in person; first-hand; in favor of; pro-; to kiss; (Internet slang) dear,4
亲爱,,qīn ài,dear; beloved; darling,4
亲密,,qīn mì,intimate; close,4
亲切,,qīn qiè,amiable; cordial; close and dear; familiar,4
亲人,,qīn rén,one's close relatives,4
亲自,,qīn zì,personally; in person; oneself,4
青春,,qīng chūn,youth; youthfulness,4
青年,,qīng nián,youth; youthful years; young person; the young,4
青少年,,qīng shào nián,adolescent; youth; teenager,4
轻,,qīng,light; easy; gentle; soft; reckless; unimportant; frivolous; small in number; unstressed; neutral; to disparage,4
轻松,,qīng sōng,light; gentle; relaxed; effortless; uncomplicated; to relax; to take things less seriously,4
轻易,,qīng yì,easily; lightly; rashly,4
清楚,,qīng chu,clear; distinct; to understand thoroughly; to be clear about,4
清醒,,qīng xǐng,clear-headed; sober; awake,4
情感,,qíng gǎn,feeling; emotion; to move (emotionally),4
情景,,qíng jǐng,scene; spectacle; circumstances; situation,4
情况,,qíng kuàng,circumstances; state of affairs; situation,4
晴,,qíng,clear; fine (weather),4
晴天,,qíng tiān,clear sky; sunny day,4
请,,qǐng,to ask; to invite; please (do sth); to treat (to a meal etc); to request,4
请假,,qǐng jià,to request leave of absence,4
请教,,qǐng jiào,to ask for guidance; to consult,4
请进,,qǐng jìn,"""please come in""",4
请客,,qǐng kè,to give a dinner party; to entertain guests; to invite to dinner,4
请求,,qǐng qiú,to request; to ask; request,4
请问,,qǐng wèn,"Excuse me, may I ask...?",4
请坐,,qǐng zuò,"please, have a seat",4
庆祝,,qìng zhù,to celebrate,4
穷,,qióng,poor; destitute; to use up; to exhaust; thoroughly; extremely; (coll.) persistently and pointlessly,4
穷人,,qióng rén,poor people; the poor,4
秋季,,qiū jì,autumn; fall,4
秋天,,qiū tiān,autumn,4
求,,qiú,to seek; to look for; to request; to demand; to beseech,4
球,,qiú,ball; sphere; globe; ball game; match,4
球场,,qiú chǎng,stadium; sports ground; court; pitch; field; golf course,4
球队,,qiú duì,"sports team (basketball, soccer, football etc)",4
球迷,,qiú mí,fan (ball sports),4
球鞋,,qiú xié,athletic shoes,4
区,,Oū,surname Ou,4
区别,,qū bié,difference; to distinguish; to discriminate; to make a distinction,4
趋势,,qū shì,trend; tendency,4
取,,qǔ,to take; to get; to choose; to fetch,4
取得,,qǔ dé,to acquire; to get; to obtain,4
取消,,qǔ xiāo,to cancel; cancellation,4
去,,qù,to go; to go to (a place); (of a time etc) last; just passed; to send; to remove; to get rid of; to reduce; to be apart from in space or time; to die (euphemism); to play (a part); (when used either before or after a verb) to go in order to do sth; (after a verb of motion indicates movement away from the speaker); (used after certain verbs to indicate detachment or separation),4
去年,,qù nián,last year,4
去世,,qù shì,to pass away; to die,4
圈,,juān,to confine; to lock up; to pen in,4
全,,Quán,surname Quan,4
全部,,quán bù,whole; all,4
全场,,quán chǎng,everyone present; the whole audience; across-the-board; unanimously; whole duration (of a competition or match),4
全国,,quán guó,whole nation; nationwide; countrywide; national,4
全家,,quán jiā,whole family,4
全面,,quán miàn,all-around; comprehensive; total; overall,4
全年,,quán nián,the whole year; all year long,4
全球,,quán qiú,entire; total; global; the (whole) world; worldwide,4
全身,,quán shēn,the whole body; (typography) em,4
全体,,quán tǐ,all; entire,4
权利,,quán lì,right (i.e. an entitlement to sth); (classical) power and wealth,4
缺,,quē,deficiency; lack; scarce; vacant post; to run short of,4
缺点,,quē diǎn,weak point; fault; shortcoming; disadvantage,4
缺少,,quē shǎo,lack; shortage of; shortfall; to be short (of); to lack,4
却,,què,old variant of 却,4
确保,,què bǎo,to ensure; to guarantee,4
确定,,què dìng,definite; certain; fixed; to fix (on sth); to determine; to be sure; to ensure; to make certain; to ascertain; to clinch; to recognize; to confirm; OK (on computer dialog box),4
确认,,què rèn,to confirm; to verify; confirmation,4
确实,,què shí,indeed; really; reliable; real; true,4
裙子,,qún zi,skirt,4
群,,qún,variant of 群,4
然而,,rán ér,however; yet; but,4
然后,,rán hòu,then; after that; afterwards,4
燃料,,rán liào,fuel,4
燃烧,,rán shāo,to ignite; to combust; to burn; combustion; flaming,4
让,,ràng,"to yield; to permit; to let sb do sth; to have sb do sth; to make sb (feel sad etc); by (indicates the agent in a passive clause, like 被)",4
热,,rè,to warm up; to heat up; hot (of weather); heat; fervent,4
热爱,,rè ài,to love ardently; to adore,4
热烈,,rè liè,enthusiastic; ardent; warm,4
热闹,,rè nao,bustling with noise and excitement; lively,4
热情,,rè qíng,cordial; enthusiastic; passion; passionate; passionately,4
热心,,rè xīn,enthusiastic; ardent; zealous,4
人,,rén,person; people,4
人才,,rén cái,talent; talented person; looks; attractive looks,4
人工,,rén gōng,artificial; manpower; manual work,4
人家,,rén jiā,household; dwelling; family; sb else's house; household business; house of woman's husband-to-be,4
人口,,rén kǒu,population; people,4
人类,,rén lèi,humanity; human race; mankind,4
人们,,rén men,people,4
人民,,rén mín,the people,4
人民币,,rén mín bì,Renminbi (RMB); Chinese Yuan (CNY),4
人群,,rén qún,crowd,4
人生,,rén shēng,life (one's time on earth),4
人数,,rén shù,number of people,4
人员,,rén yuán,staff; crew; personnel,4
认出,,rèn chū,recognition; to recognize,4
认得,,rèn de,to recognize; to remember sth (or sb) on seeing it; to know,4
认可,,rèn kě,to approve; approval; acknowledgment; OK,4
认识,,rèn shi,to know; to recognize; to be familiar with; to get acquainted with sb; knowledge; understanding; awareness; cognition,4
认为,,rèn wéi,to believe; to think; to consider; to feel,4
认真,,rèn zhēn,conscientious; earnest; serious; to take seriously; to take to heart,4
任,,Rén,surname Ren; Ren County 任县 in Hebei,4
任何,,rèn hé,any; whatever; whichever; whatsoever,4
任务,,rèn wu,mission; assignment; task; duty; role,4
仍,,réng,still; yet; to remain; (literary) frequently; often,4
仍然,,réng rán,still; as before; yet,4
日,,Rì,"abbr. for 本, Japan",4
日报,,rì bào,daily newspaper,4
日常,,rì cháng,day-to-day; daily; everyday,4
日记,,rì jì,diary,4
日历,,rì lì,calendar,4
日期,,rì qī,date,4
日子,,rì zi,day; a (calendar) date; days of one's life,4
容易,,róng yì,easy; straightforward; likely; liable to; apt to,4
肉,,ròu,meat; flesh; pulp (of a fruit); (coll.) (of a fruit) squashy; (of a person) flabby; irresolute; Kangxi radical 130,4
如果,,rú guǒ,if; in case; in the event that,4
如何,,rú hé,how; what way; what,4
如今,,rú jīn,nowadays; now,4
入口,,rù kǒu,entrance; to import,4
弱,,ruò,weak; feeble; young; inferior; not as good as; (following a decimal or fraction) slightly less than,4
三,,Sān,surname San,4
伞,,sǎn,umbrella; parasol,4
散,,sàn,variant of 散,4
散步,,sàn bù,to take a walk; to go for a walk,4
扫,,sǎo,to sweep,4
色,,sè,color; look; appearance; sex,4
色彩,,sè cǎi,tint; coloring; coloration; (fig.) flavor; character,4
沙发,,shā fā,sofa (loanword); (Internet slang) the first reply or replier to a forum post,4
沙子,,shā zi,sand; grit,4
晒,,shài,variant of 晒,4
山,,Shān,surname Shan,4
闪,,Shǎn,surname Shan,4
闪电,,shǎn diàn,lightning,4
善良,,shàn liáng,good and honest; kindhearted,4
善于,,shàn yú,to be good at; to be adept at,4
伤,,shāng,to injure; injury; wound,4
伤害,,shāng hài,to injure; to harm,4
伤心,,shāng xīn,to grieve; to be broken-hearted; to feel deeply hurt,4
商场,,shāng chǎng,shopping mall; shopping center; department store; emporium; the business world,4
商店,,shāng diàn,store; shop,4
商量,,shāng liang,to consult; to talk over; to discuss,4
商品,,shāng pǐn,commodity; goods; merchandise,4
商人,,shāng rén,merchant; businessman,4
商务,,shāng wù,commercial affairs; commercial; commerce; business,4
商业,,shāng yè,business; trade; commerce,4
赏,,shǎng,to bestow (a reward); to give (to an inferior); to hand down; a reward (bestowed by a superior); to appreciate (beauty),4
上,,shǎng,used in 上声,4
上班,,shàng bān,to go to work; to be on duty; to start work; to go to the office,4
上边,,shàng bian,the top; above; overhead; upwards; the top margin; above-mentioned; those higher up,4
上车,,shàng chē,"to get on or into (a bus, train, car etc)",4
上次,,shàng cì,last time,4
上个月,,shàng gè yuè,last month,4
上课,,shàng kè,to go to class; to attend class; to go to teach a class,4
上来,,shàng lái,to come up; to approach; (verb complement indicating success),4
上楼,,shàng lóu,to go upstairs,4
上门,,shàng mén,"to drop in; to visit; to lock a door; (of a shop) to close; to go and live with one's wife's family, in effect becoming a member of her family",4
上面,,shàng miàn,on top of; above-mentioned; also pr. [shàng mian],4
上去,,shàng qù,to go up,4
上升,,shàng shēng,to rise; to go up; to ascend,4
上网,,shàng wǎng,"to go online; to connect to the Internet; (of a document etc) to be uploaded to the Internet; (tennis, volleyball etc) to move in close to the net",4
上午,,shàng wǔ,morning,4
上学,,shàng xué,to go to school; to attend school,4
上衣,,shàng yī,jacket; upper outer garment,4
上周,,shàng zhōu,last week,4
烧,,shāo,"to burn; to cook; to stew; to bake; to roast; to heat; to boil (tea, water etc); fever; to run a temperature; (coll.) to let things go to one's head",4
少,,shǎo,few; less; to lack; to be missing; to stop (doing sth); seldom,4
少年,,shào nián,early youth; youngster; (literary) youth; young man,4
少数,,shǎo shù,small number; few; minority,4
设备,,shè bèi,equipment; facilities; installations,4
设计,,shè jì,to design; to plan; design; plan,4
设立,,shè lì,to set up; to establish,4
设施,,shè shī,facilities; installation,4
设置,,shè zhì,to set up; to install,4
社会,,shè huì,society,4
申请,,shēn qǐng,to apply for sth; application form,4
身边,,shēn biān,at one's side; on hand,4
身材,,shēn cái,stature; build (height and weight); figure,4
身份,,shēn fèn,"identity; aspect of one's identity (i.e. sth that one is – mayor, father, permanent resident etc); role; capacity (as in ""in his capacity as a ..."" 以…份); status (social, legal etc); position; rank",4
身份证,,shēn fèn zhèng,identity card; ID,4
身高,,shēn gāo,(a person's) height,4
身上,,shēn shang,on the body; at hand; among,4
身体,,shēn tǐ,the body; one's health; in person,4
深,,shēn,old variant of 深,4
深厚,,shēn hòu,deep; profound,4
深刻,,shēn kè,profound; deep; deep-going,4
深入,,shēn rù,to penetrate deeply; thorough,4
什么,,shén me,what?; something; anything,4
什么样,,shén me yàng,what kind?; what sort?,4
甚至,,shèn zhì,even; so much so that,4
神话,,shén huà,legend; fairy tale; myth; mythology,4
神秘,,shén mì,mysterious; mystery,4
升,,shēng,to ascend; to rise to the rank of; to promote; to hoist; liter; measure for dry grain equal to one-tenth dou 斗,4
生,,shēng,to be born; to give birth; life; to grow; raw; uncooked; student,4
生病,,shēng bìng,to fall ill,4
生产,,shēng chǎn,to produce; to manufacture; to give birth to a child,4
生词,,shēng cí,new word (in textbook); word that is unfamiliar or not yet studied,4
生存,,shēng cún,to exist; to survive,4
生动,,shēng dòng,vivid; lively,4
生活,,shēng huó,to live; life; livelihood,4
生命,,shēng mìng,life (as the characteristic of living beings); living being; creature,4
生气,,shēng qì,to get angry; to take offense; angry; vitality; liveliness,4
生日,,shēng rì,birthday,4
生意,,shēng yì,life force; vitality,4
生长,,shēng zhǎng,to grow; to grow up; to be brought up,4
声明,,shēng míng,to state; to declare; statement; declaration,4
声音,,shēng yīn,voice; sound,4
