simplified,vietnamese,pinyin,english,hsk_level
形状,,xíng zhuàng,form; shape,6
型,,xíng,mold; type; style; model,6
型号,,xíng hào,"model (particular version of a manufactured article); type (product specification in terms of color, size etc)",6
醒,,xǐng,to wake up; to be awake; to become aware; to sober up; to come to,6
兴奋,,xīng fèn,excited; excitement; (physiology) excitation,6
兴趣,,xìng qù,interest (desire to know about sth); interest (thing in which one is interested); hobby,6
兴旺,,xīng wàng,prosperous; thriving; to prosper; to flourish,6
姓,,xìng,family name; surname; to be surnamed,6
姓名,,xìng míng,surname and given name; full name,6
幸福,,xìng fú,happiness; happy; blessed,6
幸运,,xìng yùn,fortunate; lucky; fortune; luck,6
性,,xìng,"nature; character; property; quality; attribute; sexuality; sex; gender; suffix forming adjective from verb; suffix forming noun from adjective, corresponding to -ness or -ity; essence",6
性别,,xìng bié,gender; sex,6
性格,,xìng gé,nature; disposition; temperament; character,6
性能,,xìng néng,function; performance; behavior,6
性质,,xìng zhì,nature; characteristic,6
凶,,xiōng,terrible; fearful,6
凶手,,xiōng shǒu,murderer; assassin,6
兄弟,,xiōng dì,"brothers; younger brother; I, me (humble term used by men in public speech); brotherly; fraternal",6
胸部,,xiōng bù,chest; bosom,6
雄伟,,xióng wěi,grand; imposing; magnificent; majestic,6
熊,,Xióng,surname Xiong,6
休假,,xiū jià,to go on vacation; to have a holiday; to take leave,6
休息,,xiū xi,rest; to rest,6
休闲,,xiū xián,leisure; relaxation; not working; idle; to enjoy leisure; to lie fallow,6
修,,Xiū,surname Xiu,6
修车,,xiū chē,to repair a bike (car etc),6
修复,,xiū fù,to restore; to renovate; (computing) to repair (a corrupted file etc),6
修改,,xiū gǎi,to amend; to alter; to modify,6
修建,,xiū jiàn,to build; to construct,6
修理,,xiū lǐ,to repair; to fix; to prune; to trim; (coll.) to sort sb out; to fix sb,6
修养,,xiū yǎng,accomplishment; training; self-cultivation,6
袖珍,,xiù zhēn,pocket-sized; pocket (book etc),6
虚心,,xū xīn,open-minded; humble,6
需求,,xū qiú,requirement; to require; (economics) demand,6
需要,,xū yào,to need; to want; to demand; to require; needs,6
许多,,xǔ duō,many; a lot of; much,6
许可,,xǔ kě,to allow; to permit,6
宣布,,xuān bù,to declare; to announce; to proclaim,6
宣传,,xuān chuán,to disseminate; to give publicity to; propaganda,6
悬,,xuán,to hang or suspend; to worry; public announcement; unresolved; baseless; without foundation,6
旋转,,xuán zhuǎn,to rotate; to revolve; to spin; to whirl,6
选,,xuǎn,to choose; to pick; to select; to elect,6
选拔,,xuǎn bá,to select the best,6
选举,,xuǎn jǔ,to elect; election,6
选手,,xuǎn shǒu,athlete; contestant,6
选修,,xuǎn xiū,(at a school) to take as an elective; an elective; elective (subject),6
选择,,xuǎn zé,to select; to pick; choice; option; alternative,6
学,,xué,to learn; to study; to imitate; science; -ology,6
学费,,xué fèi,tuition fee; tuition,6
学分,,xué fēn,course credit,6
学会,,xué huì,to learn; to master; institute; learned society; (scholarly) association,6
学科,,xué kē,subject; branch of learning; course; academic discipline,6
学年,,xué nián,academic year,6
学期,,xué qī,term; semester,6
学生,,xué sheng,student; schoolchild,6
学时,,xué shí,class hour; period,6
学术,,xué shù,learning; science; academic,6
学位,,xué wèi,academic degree; place in school,6
学问,,xué wèn,learning; knowledge,6
学习,,xué xí,to learn; to study,6
学校,,xué xiào,school,6
学员,,xué yuán,student; member of an institution of learning; officer cadet,6
学院,,xué yuàn,college; educational institute; school; faculty,6
学者,,xué zhě,scholar,6
雪,,Xuě,surname Xue,6
血,,xuè,blood; colloquial pr. [xiě],6
血管,,xuè guǎn,vein; artery,6
血液,,xuè yè,blood,6
寻求,,xún qiú,to seek; to look for,6
寻找,,xún zhǎo,to seek; to look for,6
询问,,xún wèn,to inquire,6
循环,,xún huán,to cycle; to circulate; circle; loop,6
迅速,,xùn sù,rapid; speedy; fast,6
训练,,xùn liàn,to train; to drill; training,6
压,,yā,to press; to push down; to keep under (control); pressure,6
压力,,yā lì,pressure,6
压迫,,yā pò,to oppress; to repress; to constrict; oppression; stress (physics),6
押金,,yā jīn,deposit; down payment,6
鸭子,,yā zi,duck; male prostitute (slang),6
牙,,yá,tooth; ivory,6
牙刷,,yá shuā,toothbrush,6
亚军,,yà jūn,second place (in a sports contest); runner-up,6
亚运会,,Yà yùn huì,Asian Games,6
呀,,ya,"(particle equivalent to 啊 after a vowel, expressing surprise or doubt)",6
烟,,yān,cigarette or pipe tobacco; smoke; mist; vapour; tobacco plant; (of the eyes) to be irritated by smoke,6
烟花,,yān huā,fireworks; prostitute (esp. in Yuan theater),6
延期,,yán qī,to delay; to extend; to postpone; to defer,6
延伸,,yán shēn,to extend; to spread,6
延续,,yán xù,to continue; to go on; to last,6
延长,,Yán cháng,"Yanchang county in Yan'an 安, Shaanxi",6
严,,Yán,surname Yan,6
严格,,yán gé,strict; stringent; tight; rigorous,6
严厉,,yán lì,severe; strict,6
严肃,,yán sù,solemn; grave; serious; earnest; severe,6
严重,,yán zhòng,grave; serious; severe; critical,6
言语,,yán yǔ,words; speech; (spoken) language,6
沿,,yán,"along; to follow (a line, tradition etc); to carry on; to trim (a border with braid, tape etc); border; edge",6
沿海,,yán hǎi,coastal,6
沿着,,yán zhe,to go along; to follow,6
研发,,yán fā,research and development; to develop,6
研究,,yán jiū,research; a study; to research; to look into,6
研究生,,yán jiū shēng,graduate student; postgraduate student; research student,6
研究所,,yán jiū suǒ,research institute; graduate studies; graduate school,6
研制,,yán zhì,to research and manufacture; to research and to develop,6
盐,,yán,salt,6
颜色,,yán sè,color; countenance; appearance; facial expression; pigment; dyestuff,6
眼,,yǎn,"eye; small hole; crux (of a matter); classifier for big hollow things (wells, stoves, pots etc)",6
眼光,,yǎn guāng,gaze; insight; foresight; vision; way of looking at things,6
眼镜,,yǎn jìng,spectacles; eyeglasses,6
眼睛,,yǎn jing,eye,6
眼看,,yǎn kàn,soon; in a moment; to look on as sth happens,6
眼泪,,yǎn lèi,tears; crying,6
眼里,,yǎnli,In the eyes,6
眼前,,yǎn qián,before one's eyes; now; at present,6
演,,yǎn,to develop; to evolve; to practice; to perform; to play; to act,6
演唱,,yǎn chàng,sung performance; to sing for an audience,6
演唱会,,yǎn chàng huì,vocal recital or concert,6
演出,,yǎn chū,to act (in a play); to perform; to put on (a performance); performance; concert; show,6
演讲,,yǎn jiǎng,lecture; to make a speech,6
演员,,yǎn yuán,actor or actress; performer,6
演奏,,yǎn zòu,to perform on a musical instrument,6
宴会,,yàn huì,banquet; feast; dinner party,6
羊,,Yáng,surname Yang,6
阳光,,yáng guāng,sunshine; (of personality) upbeat; energetic; transparent (open to public scrutiny),6
阳台,,yáng tái,variant of 阳台,6
洋,,yáng,ocean; vast; foreign; silver dollar or coin,6
仰,,Yǎng,surname Yang,6
养,,yǎng,to raise (animals); to bring up (children); to keep (pets); to support; to give birth,6
养成,,yǎng chéng,to cultivate; to raise; to form (a habit); to acquire,6
养老,,yǎng lǎo,to provide for the elderly (family members); to enjoy a life in retirement,6
氧气,,yǎng qì,oxygen,6
样,,yàng,"manner; pattern; way; appearance; shape; classifier: kind, type",6
样子,,yàng zi,appearance; manner; pattern; model,6
腰,,yāo,waist; lower back; pocket; middle; loins,6
邀请,,yāo qǐng,to invite; invitation,6
摇,,Yáo,surname Yao,6
摇头,,yáo tóu,to shake one's head,6
咬,,yǎo,to bite; to nip,6
药,,yào,leaf of the iris; variant of 药,6
药店,,yào diàn,pharmacy,6
药片,,yào piàn,a (medicine) pill or tablet,6
药品,,yào pǐn,medicaments; medicine; drug,6
药水,,Yào shuǐ,"Yaksu in North Korea, near the border with Liaoning and Jiling province",6
药物,,yào wù,medicaments; pharmaceuticals; medication; medicine; drug,6
要,,yāo,(bound form) to demand; to coerce,6
要不然,,yào bù rán,otherwise; or else; or,6
要好,,yào hǎo,to be on good terms; to be close friends; striving for self-improvement,6
要么,,yào me,or; either one or the other,6
要求,,yāo qiú,to request; to require; requirement; to stake a claim; to ask; to demand,6
要是,,yào shi,(coll.) if,6
要素,,yào sù,essential factor; key constituent,6
也,,Yě,surname Ye,6
也好,,yě hǎo,that's fine; may as well; (reduplicated) regardless of whether ... or ...,6
也许,,yě xǔ,perhaps; maybe,6
野,,yě,old variant of 野,6
野生,,yě shēng,wild; undomesticated,6
业务,,yè wù,business; professional work; service,6
业余,,yè yú,in one's spare time; outside working hours; amateur (historian etc),6
叶子,,yè zi,leaf; (slang) marijuana,6
页,,xié,head,6
夜,,yè,variant of 夜,6
夜间,,yè jiān,nighttime; evening or night (e.g. classes),6
夜里,,yè li,during the night; at night; nighttime,6
爷爷,,yé ye,(coll.) father's father; paternal grandfather,6
一,,yī,"one; single; a (article); as soon as; entire; whole; all; throughout; ""one"" radical in Chinese characters (Kangxi radical 1); also pr. [yāo] for greater clarity when spelling out numbers digit by digit",6
一般,,yī bān,same; ordinary; so-so; common; general; generally; in general,6
一般来说,,yī bān lái shuō,generally speaking,6
一半,,yī bàn,half,6
一辈子,,yī bèi zi,(for) a lifetime,6
一边,,yī biān,one side; either side; on the one hand; on the other hand; doing while,6
一部分,,yī bù fen,portion; part of; subset,6
一次性,,yī cì xìng,one-off (offer); one-time; single-use; disposable (goods),6
一代,,yī dài,generation,6
一带,,yī dài,region; district,6
一旦,,yī dàn,"in case (sth happens); if; once (sth happens, then...); when; in a short time; in one day",6
一道,,yī dào,together,6
一点点,,yī diǎn diǎn,a little bit,6
一点儿,,yī diǎn r,erhua variant of 一点,6
一定,,yī dìng,surely; certainly; necessarily; fixed; a certain (extent etc); given; particular; must,6
一番,,yì fān,Some,6
一方面,,yī fāng miàn,on the one hand,6
一共,,yī gòng,altogether,6
一贯,,yī guàn,consistent; constant; from start to finish; all along; persistent,6
一会儿,,yī huì r,a moment; a while; in a moment; now...now...; also pr. [yī huǐ r],6
一句话,,yī jù huà,in a word; in short,6
一口气,,yī kǒu qì,one breath; in one breath; at a stretch,6
一块儿,,yī kuài r,erhua variant of 一块,6
一流,,yī liú,top quality; front ranking,6
一路,,yī lù,the whole journey; all the way; going the same way; going in the same direction; of the same kind,6
一路平安,,yī lù píng ān,to have a pleasant journey; Bon voyage!,6
一路上,,yī lù shàng,along the way; the whole way; (fig.) the whole time,6
一路顺风,,yī lù shùn fēng,to have a pleasant journey (idiom),6
一律,,yī lu:4,same; uniformly; all; without exception,6
一模一样,,yī mú yī yàng,exactly the same (idiom); carbon copy; also pr. [yī mó yī yàng],6
一齐,,yī qí,at the same time; simultaneously,6
一起,,yī qǐ,in the same place; together; with; altogether (in total),6
一切,,yī qiè,everything; every; all,6
一身,,yī shēn,whole body; from head to toe; single person; a suit of clothes,6
一生,,yī shēng,all one's life; throughout one's life,6
一时,,yī shí,a period of time; a while; for a short while; temporary; momentary; at the same time,6
一同,,yī tóng,together,6
一下儿,,yī xià r,erhua variant of 下,6
一下子,,yī xià zi,in a short while; all at once; all of a sudden,6
一向,,yī xiàng,always (previously); a period of time in the recent past,6
一些,,yī xiē,some; a few; a little; (following an adjective) slightly ...er,6
一行,,yī xíng,party; delegation,6
一样,,yī yàng,same; like; equal to; the same as; just like,6
一再,,yī zài,repeatedly,6
一直,,yī zhí,straight (in a straight line); continuously; always; all the way through,6
一致,,yī zhì,unanimous; identical (views or opinions),6
衣服,,yī fu,clothes,6
衣架,,yī jià,clothes hanger; clothes rack,6
医疗,,yī liáo,medical treatment,6
医生,,yī shēng,doctor,6
医学,,yī xué,medicine; medical science; study of medicine,6
医药,,yī yào,medical care and medicines; medicine (drug); medical; pharmaceutical,6
医院,,yī yuàn,hospital,6
依次,,yī cì,in order; in succession,6
依法,,yī fǎ,legal (proceedings); according to law,6
依旧,,yī jiù,as before; still,6
依据,,yī jù,according to; basis; foundation,6
依靠,,yī kào,to rely on sth (for support etc); to depend on,6
依赖,,yī lài,to depend on; to be dependent on,6
依然,,yī rán,still; as before,6
依照,,yī zhào,according to; in light of,6
仪器,,yí qì,instrument; apparatus,6
仪式,,yí shì,ceremony,6
移,,yí,to move; to shift; to change; to alter; to remove,6
移动,,yí dòng,to move; movement; migration; mobile; portable,6
移民,,yí mín,to immigrate; to migrate; emigrant; immigrant,6
遗产,,yí chǎn,heritage; legacy; inheritance; bequest,6
遗传,,yí chuán,heredity; to inherit (a trait); to pass on (to one's offspring),6
遗憾,,yí hàn,regret; to regret; to be sorry that,6
疑问,,yí wèn,question; interrogation; doubt,6
乙,,yǐ,"second of the ten Heavenly Stems 干; second in order; letter ""B"" or Roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc; second party (in legal contract, usually 方, as opposed to 方); ethyl; bent; winding; radical in Chinese characters (Kangxi radical 5); ancient Chinese compass point: 105°",6
已,,yǐ,already; to stop; then; afterwards,6
已经,,yǐ jīng,already,6
以便,,yǐ biàn,so that; so as to; in order to,6
以后,,yǐ hòu,after; later; afterwards; following; later on; in the future,6
以及,,yǐ jí,as well as; too; and,6
以来,,yǐ lái,since (a previous event),6
以内,,yǐ nèi,within; less than,6
以前,,yǐ qián,before; formerly; previous; ago,6
以上,,yǐ shàng,that level or higher; that amount or more; the above-mentioned; (used to indicate that one has completed one's remarks) That is all.,6
以外,,yǐ wài,apart from; other than; except for; external; outside of; on the other side of; beyond,6
以往,,yǐ wǎng,in the past; formerly,6
以为,,yǐ wéi,to think (i.e. to take it to be true that ...) (Usually there is an implication that the notion is mistaken – except when expressing one's own current opinion.),6
以下,,yǐ xià,that level or lower; that amount or less; the following,6
椅子,,yǐ zi,chair,6
义务,,yì wù,duty; obligation; volunteer (work etc),6
亿,,yì,100 million,6
艺人,,yì rén,performing artist; actor,6
艺术,,yì shù,art,6
议论,,yì lùn,to comment; to talk about; to discuss; discussion,6
议题,,yì tí,topic of discussion; topic; subject; issue (under discussion),6
异常,,yì cháng,unusual; abnormal; extremely; exceptionally,6
意见,,yì jiàn,idea; opinion; suggestion; objection; complaint,6
意识,,yì shí,consciousness; awareness; to be aware; to realize,6
意思,,yì si,"idea; opinion; meaning; wish; desire; interest; fun; token of appreciation, affection etc; to give as a small token; to do sth as a gesture of goodwill etc",6
意外,,yì wài,unexpected; accident; mishap,6
意味着,,yì wèi zhe,to signify; to mean; to imply,6
意想不到,,yì xiǎng bù dào,unexpected; previously unimagined,6
意义,,yì yì,sense; meaning; significance; importance,6
意愿,,yì yuàn,aspiration; wish (for); desire,6
意志,,yì zhì,will; willpower; determination,6
因,,yīn,old variant of 因,6
因此,,yīn cǐ,thus; consequently; as a result,6
因而,,yīn ér,"therefore; as a result; thus; and as a result, ...",6
因素,,yīn sù,element; factor,6
因为,,yīn wèi,because; owing to; on account of,6
阴,,Yīn,surname Yin,6
阴谋,,yīn móu,to conspire; to plot; a conspiracy; a plot,6
阴天,,yīn tiān,cloudy day; overcast sky,6
阴影,,yīn yǐng,(lit. and fig.) shadow,6
音节,,yīn jié,syllable,6
音乐,,yīn yuè,music,6
音乐会,,yīn yuè huì,concert,6
音量,,yīn liàng,loudness; volume,6
音像,,yīn xiàng,audio and video; audiovisual,6
银,,yín,silver; silver-colored; relating to money or currency,6
银牌,,yín pái,silver medal,6
银行,,yín háng,bank,6
银行卡,,yín háng kǎ,bank card; ATM card,6
引,,yǐn,"to draw (e.g. a bow); to pull; to stretch sth; to extend; to lengthen; to involve or implicate in; to attract; to lead; to guide; to leave; to provide evidence or justification for; old unit of distance equal to 10 丈, one-thirtieth of a km or 33.33 meters",6
引导,,yǐn dǎo,to guide; to lead (around); to conduct; to boot; introduction; primer,6
引进,,yǐn jìn,to recommend; to introduce (from outside),6
引起,,yǐn qǐ,to give rise to; to lead to; to cause; to arouse,6
饮料,,yǐn liào,drink; beverage,6
饮食,,yǐn shí,eating and drinking; food and drink; diet,6
隐藏,,yǐn cáng,to hide; to conceal; to mask; to shelter; to harbor (i.e. keep sth hidden); to hide oneself; to lie low; to nestle; hidden; implicit; private; covert; recessed (lighting),6
隐私,,yǐn sī,secrets; private business; privacy,6
印,,Yìn,surname Yin; abbr. for 度,6
印刷,,yìn shuā,to print; printing,6
印象,,yìn xiàng,impression (sth that stays in one's mind); a memory,6
应,,Yīng,surname Ying; Taiwan pr. [Yìng],6
应当,,yīng dāng,should; ought to,6
应对,,yìng duì,to answer; to reply; to handle; to deal with; response,6
应该,,yīng gāi,ought to; should; must,6
应急,,yìng jí,to respond to an emergency; to meet a contingency; (attributive) emergency,6
应用,,yìng yòng,"to put to use; to apply; practical; applied (science, linguistics etc); application; practical use; (computing) app",6
英文,,Yīng wén,English (language),6
英雄,,yīng xióng,hero,6
英勇,,yīng yǒng,heroic; gallant; valiant,6
英语,,Yīng yǔ,English (language),6
迎接,,yíng jiē,to welcome; to greet,6
迎来,,yíng lái,to welcome (a visitor or newcomer); (fig.) to usher in,6
营养,,yíng yǎng,nutrition; nourishment,6
营业,,yíng yè,to do business; to trade,6
赢,,yíng,to beat; to win; to profit,6
赢得,,yíng dé,to win; to gain,6
影迷,,yǐng mí,film enthusiast; movie fan,6
影片,,yǐng piàn,a copy of a film; film; motion picture; movie,6
影视,,yǐng shì,movies and television,6
影响,,yǐng xiǎng,influence; effect; to influence; to affect (usually adversely); to disturb,6
影响力,,yǐng xiǎng lì,influence; impact,6
影星,,yǐng xīng,film star,6
影子,,yǐng zi,shadow; reflection; (fig.) hint; indication; influence,6
硬,,yìng,hard; stiff; solid; (fig.) strong; firm; resolutely; uncompromisingly; laboriously; with great difficulty; good (quality); able (person); (of food) filling; substantial,6
硬件,,yìng jiàn,hardware,6
拥抱,,yōng bào,to embrace; to hug,6
拥有,,yōng yǒu,to have; to possess,6
永远,,yǒng yuǎn,forever; eternal,6
勇敢,,yǒng gǎn,brave; courageous,6
勇气,,yǒng qì,courage; valor,6
用,,yòng,to use; to employ; to have to; to eat or drink; expense or outlay; usefulness; hence; therefore,6
用不着,,yòng bu zháo,not need; have no use for,6
用处,,yòng chu,usefulness,6
用得着,,yòng de zháo,to be able to use; useable; to have a use for; (in a question) to be necessary to,6
用法,,yòng fǎ,usage,6
用户,,yòng hù,user; consumer; subscriber; customer,6
用来,,yòng lái,to be used for,6
用品,,yòng pǐn,articles for use; products; goods,6
用途,,yòng tú,use; application,6
用心,,yòng xīn,motive; intention; to be diligent or attentive; careful,6
用于,,yòng yú,to use in; to use on; to use for,6
优点,,yōu diǎn,merit; benefit; strong point; advantage,6
优惠,,yōu huì,privilege; favorable (terms); preferential (treatment); discount (price),6
优良,,yōu liáng,fine; good; first-rate,6
优美,,yōu měi,graceful; fine; elegant,6
优势,,yōu shì,superiority; dominance; advantage,6
优先,,yōu xiān,to have priority; to take precedence,6
优秀,,yōu xiù,outstanding; excellent,6
优质,,yōu zhì,excellent quality,6
幽默,,yōu mò,(loanword) humor; humorous,6
尤其,,yóu qí,especially; particularly,6
由,,yóu,to follow; from; because of; due to; by; via; through; (before a noun and a verb) it is for ... to ...,6
由此,,yóu cǐ,hereby; from this,6
由于,,yóu yú,due to; as a result of; thanks to; owing to; since; because,6
犹豫,,yóu yù,to hesitate,6
邮件,,yóu jiàn,mail; post; email,6
邮局,,yóu jú,post office,6
邮票,,yóu piào,(postage) stamp,6
邮箱,,yóu xiāng,mailbox; post office box; email; email inbox,6
油,,yóu,"oil; fat; grease; petroleum; to apply tung oil, paint or varnish; oily; greasy; glib; cunning",6
游,,Yóu,surname You,6
游客,,yóu kè,traveler; tourist; (online gaming) guest player,6
游人,,yóu rén,a tourist,6
游玩,,yóu wán,to amuse oneself; to have fun; to go sightseeing; to take a stroll,6
游戏,,yóu xì,game; to play,6
游戏机,,yóu xì jī,video game machine; video game console,6
游行,,yóu xíng,to march; to parade; to demonstrate; procession; march; demonstration; to travel around; to roam,6
游泳,,yóu yǒng,swimming; to swim,6
游泳池,,yóu yǒng chí,swimming pool,6
有,,yǒu,to have; there is; (bound form) having; with; -ful; -ed; -al (as in 意 intentional),6
有的,,yǒu de,(there are) some (who are...); some (exist),6
有的是,,yǒu de shì,have plenty of; there's no lack of,6
有点儿,,yǒu diǎn r,slightly; a little; somewhat,6
有毒,,yǒu dú,poisonous,6
有关,,yǒu guān,to have sth to do with; to relate to; related to; to concern; concerning,6
有害,,yǒu hài,destructive; harmful; damaging,6
有劲儿,,yǒujìnr5,Strength,6
有空儿,,yǒukòngr5,available,6
有力,,yǒu lì,powerful; forceful; vigorous,6
有利,,yǒu lì,advantageous; favorable,6
有利于,,yǒu lì yú,to be advantageous to; to be beneficial for,6
有没有,,yǒu méi yǒu,"(before a noun) Do (you, they etc) have ...?; Is there a ...?; (before a verb) Did (you, they etc) (verb, infinitive)?; Have (you, they etc) (verb, past participle)?",6
有名,,yǒu míng,famous; well-known,6
有趣,,yǒu qù,interesting; fascinating; amusing,6
有人,,yǒu rén,someone; people; anyone; there is someone there; occupied (as in restroom),6
有时,,yǒu shí,sometimes; now and then,6
有时候,,yǒu shí hou,sometimes,6
有事,,yǒu shì,to be occupied with sth; to have sth on one's mind; there is something the matter,6
有限,,yǒu xiàn,limited; finite,6
有效,,yǒu xiào,effective; in effect; valid,6
有些,,yǒu xiē,some; somewhat,6
有一点儿,,yǒu yī diǎn r,a bit; a little,6
有一些,,yǒu yī xiē,somewhat; rather; some,6
有意思,,yǒu yì si,interesting; meaningful; enjoyable; fun,6
有用,,yǒu yòng,useful,6
有着,,yǒu zhe,to have; to possess,6
又,,yòu,(once) again; also; both... and...; and yet; (used for emphasis) anyway,6
右,,yòu,(bound form) right; right-hand side; (bound form) (politics) right of center; (bound form) (old) west; (literary) the right side as the side of precedence,6
右边,,yòu bian,"right side; right, to the right",6
幼儿园,,yòu ér yuán,kindergarten; nursery school,6
友好,,Yǒu hǎo,"Youhao district of Yichun city 市, Heilongjiang",6
友谊,,yǒu yì,companionship; fellowship; friendship,6
于,,Yú,surname Yu,6
于是,,yú shì,thereupon; as a result; consequently; thus; hence,6
鱼,,Yú,surname Yu,6
娱乐,,yú lè,to entertain; to amuse; entertainment; recreation; amusement; hobby; fun; joy,6
愉快,,yú kuài,cheerful; cheerily; delightful; pleasant; pleasantly; pleasing; happy; delighted,6
与,,yú,variant of 欤,6
宇航员,,yǔ háng yuán,astronaut,6
羽毛球,,yǔ máo qiú,shuttlecock; badminton,6
羽绒服,,yǔ róng fú,down-filled garment,6
雨,,yǔ,rain,6
雨水,,Yǔ shuǐ,"Yushui or Rain Water, 2nd of the 24 solar terms 二十四节气 19th February-5th March",6
雨衣,,yǔ yī,raincoat,6
语法,,yǔ fǎ,grammar,6
语言,,yǔ yán,language,6
语音,,yǔ yīn,speech sounds; pronunciation; colloquial (rather than literary) pronunciation of a Chinese character; phonetic; audio; voice; (Internet) to voice chat; voice message,6
玉,,yù,jade,6
玉米,,yù mǐ,corn; maize,6
预报,,yù bào,forecast,6
预备,,yù bèi,to prepare; to make ready; preparation; preparatory,6
预测,,yù cè,to forecast; to predict,6
预订,,yù dìng,to place an order; to book ahead,6
预防,,yù fáng,to prevent; to take precautions against; to protect; to guard against; precautionary; prophylactic,6
预计,,yù jì,to forecast; to predict; to estimate,6
预期,,yù qī,to expect; to anticipate,6
预习,,yù xí,to prepare a lesson,6
预约,,yù yuē,booking; reservation; to book; to make an appointment,6
遇,,Yù,surname Yu,6
遇到,,yù dào,to meet; to run into; to come across,6
遇见,,yù jiàn,to meet,6
元,,Yuán,surname Yuan; the Yuan or Mongol dynasty (1279-1368),6
元旦,,Yuán dàn,New Year's Day,6
元素,,yuán sù,element (key component of sth); (chemistry) element; (math.) element (member of a set),6
员,,yuán,person; employee; member,6
员工,,yuán gōng,staff; personnel; employee,6
园,,Yuán,surname Yuan,6
园地,,yuán dì,garden area,6
园林,,yuán lín,gardens; park; landscape garden,6
原,,Yuán,surname Yuan; (Japanese surname) Hara,6
原告,,yuán gào,complainant; plaintiff,6
原来,,yuán lái,"original; former; originally; formerly; at first; so, actually, as it turns out",6
原理,,yuán lǐ,principle; theory,6
原谅,,yuán liàng,to excuse; to forgive; to pardon,6
原料,,yuán liào,raw material,6
原始,,yuán shǐ,first; original; primitive; original (document etc),6
原先,,yuán xiān,originally; original; former,6
原因,,yuán yīn,cause; origin; root cause; reason,6
原有,,yuán yǒu,original; former,6
原则,,yuán zé,principle; doctrine,6
圆,,yuán,circle; round; circular; spherical; (of the moon) full; unit of Chinese currency (yuan); tactful; to make consistent and whole (the narrative of a dream or a lie),6
圆满,,yuán mǎn,satisfactory; consummate; perfect,6
圆珠笔,,yuán zhū bǐ,ballpoint pen,6
援助,,yuán zhù,to help; to support; to aid; aid; assistance,6
缘故,,yuán gù,reason; cause,6
远,,yuǎn,far; distant; remote; (intensifier in a comparison) by far; much (lower etc),6
远处,,yuǎn chù,distant place,6
远方,,yuǎn fāng,far away; a distant location,6
远离,,yuǎn lí,to be far from; to keep away from,6
远远,,yuǎn yuǎn,distant; by far,6
怨,,yuàn,to blame; (bound form) resentment; hatred; grudge,6
院,,yuàn,courtyard; institution,6
院长,,yuàn zhǎng,the head of an institution whose name ends in 院; chair of a board; president of a university; department head; dean; premier of the Republic of China,6
院子,,yuàn zi,courtyard; garden; yard; patio; (old) servant,6
愿,,yuàn,honest; prudent; variant of 愿,6
愿望,,yuàn wàng,desire; wish,6
愿意,,yuàn yì,to wish; to want; ready; willing (to do sth),6
约,,yāo,to weigh in a balance or on a scale,6
约定,,yuē dìng,"to agree on sth (after discussion); to conclude a bargain; to arrange; to promise; to stipulate; to make an appointment; stipulated (time, amount, quality etc); an arrangement; a deal; appointment; undertaking; commitment; understanding; engagement; stipulation",6
约会,,yuē huì,appointment; engagement; date; to arrange to meet,6
约束,,yuē shù,to restrict; to limit to; to constrain; restriction; constraint,6
月,,yuè,moon; month; monthly,6
月饼,,yuè bǐng,mooncake (esp. for the Mid-Autumn Festival),6
月底,,yuè dǐ,end of the month,6
月份,,yuè fèn,month,6
月亮,,yuè liang,the moon,6
月球,,yuè qiú,the moon,6
阅读,,yuè dú,to read; reading,6
阅览室,,yuè lǎn shì,reading room,6
越,,Yuè,generic word for peoples or states of south China or south Asia at different historical periods; abbr. for Vietnam 越南,6
越来越,,yuè lái yuè,more and more,6
晕,,yūn,confused; dizzy; giddy; to faint; to swoon; to lose consciousness; to pass out,6
晕车,,yùn chē,to be carsick,6
云,,yún,(classical) to say,6
允许,,yǔn xǔ,to permit; to allow,6
运,,yùn,to move; to transport; to use; to apply; fortune; luck; fate,6
运动,,yùn dòng,to move; to exercise; sports; exercise; motion; movement; campaign,6
运动会,,yùn dòng huì,sports competition,6
运动员,,yùn dòng yuán,athlete,6
运气,,yùn qi,luck (good or bad),6
运输,,yùn shū,to transport; to carry; transportation,6
运行,,yùn xíng,to move along one's course (of celestial bodies etc); (fig.) to function; to be in operation; (of a train service etc) to operate; to run; (of a computer) to run,6
运用,,yùn yòng,to use; to put to use,6
运作,,yùn zuò,to operate; operations; workings; activities (usu. of an organization); thread (computing),6
杂,,zá,variant of 杂,6
杂志,,zá zhì,magazine,6
灾,,zāi,disaster; calamity,6
灾害,,zāi hài,calamity; disaster,6
灾难,,zāi nàn,disaster; catastrophe,6
灾区,,zāi qū,disaster area; stricken region,6
再,,zài,"again; once more; re-; second; another; then (after sth, and not until then); no matter how ... (followed by an adjective or verb, and then (usually) 也 or 都 for emphasis)",6
再次,,zài cì,one more time; again; one more; once again,6
再见,,zài jiàn,goodbye; see you again later,6
再三,,zài sān,over and over again; again and again,6
再生,,zài shēng,to be reborn; to regenerate; to be a second so-and-so (famous dead person); recycling; regeneration,6
再说,,zài shuō,to say again; to put off a discussion until later; moreover; what's more; besides,6
再也,,zài yě,(not) any more,6
在,,zài,to exist; to be alive; (of sb or sth) to be (located) at; (used before a verb to indicate an action in progress),6
在场,,zài chǎng,to be present; to be on the scene,6
在乎,,zài hu,to care about; equivalent of 在于,6
